timestamp,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,gravity_x,gravity_y,gravity_z,activity
0.0,-0.016595893,0.9694259,0.11202228,0.04153884,0.20196733,-0.0027488936,0.18829788,9.65628,1.7002813,standing
0.02,-0.0622346,0.9574671,0.11299851,-0.06658431,0.0028252518,0.03268129,0.18532121,9.657139,1.6956598,standing
0.03,0.005857374,0.97699165,0.15326795,-0.07696902,-0.08513934,0.04550946,0.17664368,9.658887,1.6866795,standing
0.05,0.024405725,0.9823609,0.16937573,-0.080634214,-0.093080595,0.0290161,0.1730401,9.659511,1.6834254,standing
0.06,0.03099527,1.0040821,0.1952458,-0.07452556,-0.08391761,0.0015271631,0.17099224,9.659828,1.6817975,standing
0.08,0.045394648,1.0116477,0.19939478,0.035430185,-0.001450805,-0.093767814,0.16863748,9.658798,1.687968,standing
0.09,-0.00097622897,0.99383163,0.14423785,0.030543262,0.034590244,-0.10781772,0.1629647,9.658998,1.6873759,standing
0.11,-0.015375607,0.98382527,0.15302388,-0.037873644,0.02115121,-0.07849618,0.14128187,9.66042,1.6812235,standing
0.13,-0.019280521,1.0079869,0.1889003,-0.059864793,-0.05459608,-0.036957346,0.12527911,9.659395,1.6883272,standing
0.14,-0.016351834,1.0031058,0.20012695,-0.02076942,-0.07964156,-0.033292156,0.12139497,9.658505,1.6937636,standing
0.16,-0.012690976,1.003838,0.18060236,0.026267206,-0.107741356,-0.038789943,0.11539251,9.657583,1.6993974,standing
0.17,-0.016107777,0.9923673,0.17132819,0.009773844,-0.17249307,-0.03390302,0.10993454,9.658473,1.6946269,standing
0.19,-0.006833603,0.9928554,0.17596528,0.0061086523,-0.18348865,-0.0125227375,0.10735534,9.658774,1.6930987,standing
0.2,-0.0036608586,0.9891945,0.18157859,0.0067195175,-0.17493653,0.0021380284,0.10681582,9.658904,1.692396,standing
0.22,0.012446919,0.9855337,0.17132819,0.005497787,-0.13706289,0.03268129,0.110731535,9.659107,1.6909702,standing
0.23,0.026114125,0.98455745,0.1718163,-0.0067195175,-0.07047858,0.06627888,0.12067484,9.659133,1.690193,standing
0.25,0.031239327,0.98455745,0.16986385,-0.014660766,-0.04482224,0.074830994,0.12776713,9.658905,1.6909813,standing
0.27,0.03807293,0.98773015,0.1803583,-0.0018325958,0.0022143866,0.070554934,0.1429986,9.658328,1.6929806,standing
0.28,0.033923957,0.98382527,0.18768002,0.015271631,0.022983804,0.062002823,0.15034956,9.658095,1.6937258,standing
0.3,0.0319715,0.9821169,0.18231077,0.03604105,0.04802928,0.043676864,0.1620777,9.658302,1.6914594,standing
0.31,0.013911263,0.9757714,0.17059602,0.053145275,0.0107665,0.03756821,0.17078006,9.659164,1.6857129,standing
0.33,0.01586372,0.9777239,0.15863721,0.05497787,-0.024663685,0.033292156,0.17463234,9.65974,1.6819243,standing
0.34,0.012690976,0.97284275,0.14716652,0.04337143,-0.05337435,0.025350908,0.17822394,9.660595,1.6766864,standing
0.36,0.0078098318,0.9745511,0.15033926,0.0061086523,-0.107741356,0.034513887,0.18553895,9.661886,1.6684353,standing
0.37,0.01513155,0.9791882,0.15741692,-0.004276057,-0.11568261,0.03756821,0.19001375,9.662128,1.6665094,standing
0.39,0.036608588,0.9874862,0.1769415,-0.0036651916,-0.09369145,0.02107485,0.20013154,9.661973,1.6662477,standing
0.41,0.033923957,0.9850456,0.17450093,0.009773844,-0.049098294,0.009468411,0.20697132,9.66173,1.6667625,standing
0.42,0.032703668,0.98431337,0.17206036,0.0061086523,-0.030772336,0.009468411,0.20885932,9.66184,1.665964,standing
0.44,0.024649782,0.9848015,0.1696198,0.0,0.00038179077,0.024740042,0.21050242,9.661937,1.6651506,standing
0.45,0.02318544,0.99139106,0.17084008,0.00061086525,0.008323039,0.03145956,0.21488136,9.661823,1.6652441,standing
0.47,0.017572122,0.9894386,0.17645338,0.0036651916,0.004046982,0.026572637,0.22054304,9.661751,1.6649413,standing
0.48,0.016595893,0.991147,0.18084641,0.021991149,-0.013057245,0.024740042,0.22324646,9.661724,1.6646874,standing
