timestamp,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,gravity_x,gravity_y,gravity_z,activity
0.0,-0.1121102,0.66147155,0.771234,0.26910448,-0.5866771,0.18495108,-0.9420565,6.862147,6.9421797,punching
0.02,-0.002713573,0.7269021,0.8349877,0.2563217,-0.50145847,0.2467346,-0.83386105,6.8844886,6.933893,punching
0.03,0.024391668,0.7835518,0.77906984,0.24566936,-0.38854375,0.09973244,-0.69002926,6.9170237,6.9172993,punching
0.05,-0.07744354,0.76306283,0.6606178,0.30106148,-0.67615664,-0.19320664,-0.66984934,6.925761,6.9105372,punching
0.06,-0.13994719,0.75916016,0.5812534,0.38947582,-1.3834714,-0.17722814,-0.6285125,6.9528856,6.8871436,punching
0.08,-0.11332979,0.73864067,0.648422,0.39586723,-2.6958385,0.19453818,-0.4143821,7.0270295,6.8278494,punching
0.1,0.03195308,0.6866255,0.8242249,0.54819554,-3.0292563,0.69852656,0.14587657,7.1013327,6.7616706,punching
0.11,0.088114895,0.67808837,0.8725814,0.66963214,-2.8588192,0.80185413,0.39848146,7.136893,6.713893,punching
0.13,0.17747986,0.70568144,0.89871097,0.9529841,-2.1973095,0.79439753,0.7505804,7.2009735,6.6146035,punching
0.14,0.20799993,0.7442508,0.8120291,1.226749,-1.7531072,0.6122427,1.1238225,7.3176384,6.4311414,punching
0.16,0.18357779,0.7987051,0.5744238,1.2033138,-1.7552377,0.54726344,1.3593229,7.4216485,6.264324,punching
0.17,0.15037462,0.771356,0.5182619,0.96789736,-1.6934541,0.5792205,1.6544636,7.54394,6.0433526,punching
0.19,0.104701236,0.7413237,0.47258857,0.88374394,-1.6657581,0.66230863,1.8011906,7.5897894,5.9431634,punching
0.21,0.13034298,0.7733073,0.4547826,0.851787,-1.8532392,0.90837747,2.1231496,7.659263,5.7444158,punching
0.22,0.27248544,0.7628189,0.49408373,0.89759195,-2.104634,0.924356,2.4885173,7.716861,5.516133,punching
0.24,0.26221043,0.6739113,0.4352388,0.9497884,-2.0204806,0.9456606,2.5813181,7.730149,5.4545383,punching
