timestamp,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,gravity_x,gravity_y,gravity_z,activity
0.0,0.14594623,0.940139,0.20696054,0.14294247,0.15981762,-0.15607607,0.3568547,9.547012,2.2130263,standing
0.02,0.073217176,0.9406271,0.21208574,0.13744467,0.11217013,-0.20861048,0.35006168,9.549947,2.2014167,standing
0.03,0.078830495,0.95209783,0.27920148,0.17592919,-0.006337727,-0.19761491,0.31295097,9.55751,2.1739712,standing
0.05,0.0993313,0.9623482,0.26529023,0.25167647,-0.059483003,-0.19394971,0.29716274,9.561838,2.1571276,standing
0.06,0.122760795,0.9647888,0.24137263,0.2406809,-0.037491854,-0.20189096,0.2705603,9.572344,2.1135423,standing
0.08,-0.00707766,0.9708903,0.24576566,0.18692477,-0.1633301,-0.11453723,0.28365797,9.577212,2.0896661,standing
0.09,0.020744866,0.9879743,0.24869433,0.21991149,-0.12056953,-0.08093964,0.29013592,9.578652,2.082146,standing
0.11,0.024405725,0.99090296,0.2186753,0.23945917,-0.075976364,-0.064446285,0.29757425,9.580006,2.0748596,standing
0.13,0.012935034,0.98358124,0.16937573,0.20708331,-0.036270123,-0.05589417,0.30741674,9.584408,2.0530002,standing
0.14,0.007321717,0.98040843,0.14545812,0.12339478,-0.025274549,-0.02107485,0.30448535,9.592091,2.017226,standing
0.16,-0.0026846298,0.95917547,0.10714114,0.054367006,-0.035659257,-0.005192355,0.30267188,9.59548,2.0013096,standing
0.17,-0.002928687,0.9560028,0.08908089,0.004886922,-0.05337435,0.013133603,0.30111822,9.598256,1.9881852,standing
0.19,0.011714748,0.9581992,0.11251039,-0.1600467,-0.055206947,0.050396383,0.2996566,9.603478,1.9630274,standing
0.2,0.026114125,0.9752833,0.15717287,-0.23884831,0.011377365,0.05222898,0.30559975,9.602351,1.9676191,standing
0.22,0.022453265,0.9772358,0.1552204,-0.258396,0.03214678,0.0571159,0.3103937,9.598802,1.9841578,standing
0.23,0.041733786,0.9711343,0.17498904,-0.26939157,0.024205536,0.03634648,0.31396395,9.594824,2.002676,standing
0.25,0.026602242,0.9787001,0.21208574,-0.25045475,0.021762075,-0.030848695,0.31777036,9.585566,2.0459657,standing
0.27,0.021721095,0.9752833,0.2328306,-0.20830505,-0.024663685,-0.027183503,0.31155017,9.576984,2.0867264,standing
0.28,0.020256752,0.9750392,0.23893206,-0.15699236,0.009544769,-0.028405234,0.3062129,9.569119,2.1232922,standing
0.3,0.016107777,0.9789441,0.24649782,-0.12339478,0.019318614,-0.032070424,0.30351913,9.56574,2.1388335,standing
0.31,0.021721095,0.9813847,0.24552159,-0.095294975,0.027259862,-0.030848695,0.30001143,9.562783,2.152491,standing
0.33,-0.014399378,1.017017,0.22746135,0.052534413,0.38583776,-0.052839845,0.2922019,9.558922,2.1706529,standing
0.34,-0.047347106,0.98016447,0.16278619,-0.022602014,0.2587778,-0.0021380284,0.2651891,9.560929,2.1652498,standing
0.36,-0.05686534,0.9752833,0.15277983,-0.07696902,0.092622444,0.029626964,0.2538289,9.561406,2.1645072,standing
0.37,-0.07175283,0.98406935,0.1901206,-0.19181168,-0.17921259,0.15974127,0.24874096,9.559005,2.1756794,standing
0.39,-0.057841565,0.9879743,0.20818083,-0.19914207,-0.19509509,0.22815818,0.2753551,9.551774,2.2040772,standing
