timestamp,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,gravity_x,gravity_y,gravity_z,activity
0.0,-0.10235353,0.75498307,0.6276586,0.16764104,-0.7599106,0.11571094,-0.50531536,7.6801567,6.0770254,punching
0.02,0.05052124,0.8072422,0.7387626,-0.072036386,0.21917169,-0.074965775,-0.36979824,7.665967,6.104636,punching
0.03,-0.030062728,0.7843141,0.5741799,-0.14447223,0.27669427,-0.1015966,-0.40550882,7.655211,6.1158566,punching
0.05,-0.072565205,0.784558,0.5253355,-0.17642923,-0.052462727,-0.024899822,-0.43129346,7.64104,6.131794,punching
0.06,-0.10820753,0.7860215,0.5749116,-0.093341045,-0.81849843,0.11677617,-0.37984282,7.6249657,6.155161,punching
0.08,-0.07915096,0.76647764,0.7062912,0.09413997,-0.9463264,0.23182134,-0.2428667,7.624675,6.1624446,punching
0.09,-0.01981823,0.7935829,0.7382748,0.24114212,-0.7236927,0.29786578,-0.09871702,7.6424356,6.1444125,punching
0.11,0.0043600104,0.80626655,0.7087304,0.27629483,-0.60438657,0.2627131,-0.035608787,7.6571465,6.1267643,punching
0.13,0.018507177,0.79894906,0.68284476,0.2880124,-0.5404726,0.23182134,-0.007831735,7.6652846,6.116678,punching
0.14,0.017287595,0.80943745,0.6276586,0.25818586,-0.44886255,0.17216828,0.064570084,7.6903825,6.084755,punching
0.16,-0.014452063,0.81654155,0.5482942,0.18468477,-0.670431,0.100797676,0.19063133,7.733285,6.0274663,punching
0.17,-0.023476979,0.8248347,0.55244076,0.03768262,-0.99745756,0.09653674,0.29865542,7.7498317,6.0017753,punching
0.19,-0.0014939896,0.8141024,0.60933435,-0.032622762,-1.0975895,0.11571094,0.36748165,7.7512383,5.9961367,punching
0.21,0.06710757,0.7996808,0.626439,-0.22542994,-0.8142375,0.13808084,0.50894177,7.737916,6.0030007,punching
0.22,0.08933448,0.79309505,0.5817413,-0.35219267,-0.610778,0.1370156,0.5376274,7.730224,6.010405,punching
0.24,0.08274873,0.8126389,0.5177741,-0.7527203,-0.46803677,0.1338199,0.6058047,7.6908073,6.054326,punching
0.25,0.16796713,0.7239752,0.5309761,-0.97109306,-0.99319667,-0.41264465,0.6755971,7.5961957,6.165369,punching
0.27,0.16796713,0.7239752,0.5309761,-0.97109306,-0.99319667,-0.41264465,0.70380056,7.542488,6.2278357,punching
0.28,0.083480485,0.6297319,0.9348411,-0.692002,-0.93354356,-0.15272778,0.78238845,7.429151,6.3534217,punching
0.3,0.12863556,0.5721066,0.91383386,0.34127402,-0.5500597,0.5279561,0.9049662,7.379653,6.394696,punching
0.32,0.16284487,0.7237313,0.8935887,1.0198275,-0.65764827,0.47362924,0.9797871,7.407351,6.3515005,punching
0.33,0.22412893,0.7415676,0.679186,2.0660195,-1.3809415,0.08055825,1.1485168,7.591382,6.1010017,punching
0.35,0.13988622,0.780137,0.45307523,2.497439,-2.352434,-0.19959804,1.354334,7.877611,5.681497,punching
0.36,-0.06256463,0.8822161,0.28532153,2.0574975,-2.3044984,-0.13035789,1.4696896,8.0126505,5.459656,punching
