timestamp,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,gravity_x,gravity_y,gravity_z,activity
0.0,-0.00707766,0.9989568,0.17450093,-0.022602014,-0.015500706,-0.026572637,0.41829205,9.646345,1.7155712,standing
0.02,0.0026846298,0.9984687,0.1615659,0.009773844,-0.06009387,0.030848695,0.41464844,9.646186,1.7173455,standing
0.03,0.035632357,0.98406935,0.14082102,-0.008552114,-0.084528476,0.046120327,0.40697572,9.64723,1.713293,standing
0.05,0.046858992,0.9725986,0.13276714,-0.04642576,-0.11568261,0.046120327,0.40700844,9.647948,1.7092289,standing
0.06,-0.0026846298,0.9891945,0.18865626,-0.09101892,-0.22747095,0.082161374,0.41125968,9.648107,1.7073195,standing
0.08,0.042954076,1.0053023,0.24356914,0.04337143,-0.1437824,0.13958271,0.4236369,9.646291,1.7145647,standing
0.09,0.08297946,1.0096953,0.20256752,0.09773844,0.15920675,0.04734206,0.4340563,9.646033,1.713391,standing
0.11,0.08956901,0.9992009,0.17523311,0.10751228,0.26183212,-0.0070249503,0.44745737,9.64762,1.7009807,standing
0.12,0.06589546,0.9982247,0.15863721,0.10995574,0.30214924,-0.038789943,0.44492638,9.649085,1.693295,standing
0.14,0.010738519,1.0011533,0.14057697,0.08307768,0.16287194,-0.06994407,0.42721945,9.652943,1.6757866,standing
0.15,-0.008053889,0.999933,0.1466784,0.084910266,0.07124216,-0.06261369,0.4170517,9.654709,1.6681217,standing
0.17,0.0021965152,1.0001771,0.14399378,0.08307768,-0.022831088,-0.05100725,0.40888476,9.656345,1.6606507,standing
0.19,0.041001618,0.98406935,0.14204131,0.06536258,-0.09063713,-0.0571159,0.39896777,9.659512,1.6446114,standing
0.2,0.04759116,0.95966357,0.114462845,-0.002443461,-0.07414377,-0.09437868,0.38851213,9.662014,1.632354,standing
0.22,0.034168016,0.95575863,0.107873306,-0.032375857,-0.07658723,-0.07971791,0.38056058,9.662744,1.6299647,standing
0.23,0.028554698,0.9611279,0.110557936,-0.07391469,-0.09369145,-0.027794369,0.36826077,9.662645,1.6333007,standing
0.25,0.027822526,0.9789441,0.12032023,-0.12156218,-0.075976364,0.024740042,0.36690703,9.661013,1.6432799,standing
0.26,0.031483386,0.9796763,0.12398108,-0.13988814,-0.07108945,0.03756821,0.36958268,9.659604,1.6509348,standing
0.28,0.027090356,0.98455745,0.13398743,-0.16432275,-0.07231117,0.050396383,0.3783695,9.655794,1.6710993,standing
0.29,0.03441207,0.9808966,0.1696198,-0.15821409,-0.07108945,0.052839845,0.3839137,9.653484,1.6830449,standing
0.31,0.045882765,0.9789441,0.19890666,-0.11301007,-0.06375906,0.03390302,0.39491352,9.648913,1.7066444,standing
0.32,0.051496077,0.9794322,0.20305562,-0.06536258,-0.04176791,0.011911872,0.40292206,9.6452,1.7256627,standing
0.34,0.06272271,0.98040843,0.2042759,-0.054367006,-0.036270123,0.0009162979,0.40497723,9.643964,1.7320877,standing
0.36,0.05588911,0.98675394,0.18304294,-0.017104227,-0.020387627,-0.025961773,0.4046008,9.642678,1.7393227,standing
0.37,0.06321083,0.98577774,0.17645338,-0.014049901,-0.014278975,-0.033292156,0.40285864,9.642379,1.7413518,standing
0.39,0.061258372,0.9852896,0.18060236,-0.017715093,0.0022143866,-0.06811147,0.3957789,9.642051,1.7448298,standing
0.4,0.06443111,0.98724204,0.18255483,-0.004276057,0.016264288,-0.07360926,0.39011955,9.641908,1.7468525,standing
0.42,0.052472305,0.98626584,0.17376876,-0.0018325958,0.0388663,-0.09254608,0.37565616,9.642304,1.7478833,standing
0.43,0.04075756,0.982849,0.18157859,0.002443461,0.05047274,-0.086437434,0.37107584,9.642475,1.7478318,standing
0.45,0.036608588,0.9850456,0.17620933,0.032375857,0.112780996,-0.06688975,0.3599214,9.643243,1.7459584,standing
0.47,0.041977845,0.98675394,0.1769415,0.029932396,0.14882204,-0.062002823,0.35398355,9.643909,1.7434888,standing
0.48,0.03636453,0.9916351,0.19329333,0.019547688,0.19585867,-0.041233405,0.34096068,9.645097,1.7395562,standing
0.5,0.019768637,1.0018855,0.20866893,0.06352998,0.16042848,0.024740042,0.33117345,9.645864,1.7371377,standing
0.51,0.035144243,1.0018855,0.19744232,0.06963864,0.123165704,0.04795292,0.33066404,9.646515,1.733635,standing
0.53,0.06296677,1.0192136,0.20842488,0.07086037,0.09567677,0.055283304,0.33303398,9.647203,1.7293521,standing
0.54,0.06980037,1.0060345,0.23478307,0.18448131,0.124387436,0.01863139,0.33745736,9.647723,1.7255993,standing
0.56,0.05296042,0.98675394,0.17742962,0.23151793,0.07429648,-0.14263703,0.34363663,9.651784,1.701464,standing
0.57,0.0319715,0.9794322,0.1786499,0.24984388,-0.016111571,-0.17012598,0.33650398,9.654365,1.6882217,standing
0.59,0.0026846298,0.9806526,0.14789869,0.26816985,-0.1559997,-0.1853976,0.30594608,9.66339,1.6417361,standing
0.6,-0.0026846298,0.9821169,0.13252309,0.2602286,-0.17493653,-0.1591304,0.29041794,9.66816,1.6163019,standing
0.62,-0.0102504045,0.9787001,0.088104665,0.19914207,-0.21036673,-0.08460484,0.26726708,9.676979,1.566742,standing
0.64,-0.003172744,0.978456,0.0622346,0.13744467,-0.27145323,-0.043676864,0.2622472,9.680319,1.5468446,standing
0.65,0.011470691,0.978456,0.057841565,-0.015882496,-0.40156755,-0.018020526,0.26174745,9.682687,1.5320643,standing
0.67,0.006345488,0.96869373,0.061502427,-0.14172074,-0.37652206,-0.02107485,0.27203855,9.683183,1.5271184,standing
0.68,0.01415532,0.97284275,0.06028214,-0.22296582,-0.2683989,-0.044898596,0.27447715,9.681809,1.5353447,standing
0.7,0.028554698,0.9716224,0.073949344,-0.34513888,-0.09796751,-0.08582657,0.27304274,9.679324,1.5511881,standing
0.71,-0.0014643435,0.99407566,0.13691612,-0.42271876,0.082237735,-0.082161374,0.24896015,9.665871,1.6368136,standing
0.73,-0.022941383,0.99505186,0.14521407,-0.40561453,0.08407033,-0.028405234,0.23887247,9.660124,1.671841,standing
0.75,-0.03441207,0.99309945,0.15033926,-0.40194935,0.03520111,0.011301007,0.23887247,9.660124,1.671841,standing
0.76,-0.054424766,0.98358124,0.17718557,-0.4025602,-0.2842814,0.13897185,0.23365124,9.648404,1.7389357,standing
