timestamp,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,gravity_x,gravity_y,gravity_z,activity
0.0,0.16595893,0.85789174,0.47859627,0.5381723,-0.3636939,-0.3454443,2.1476388,7.7426867,5.622162,waving
0.01,0.13081467,0.79736555,0.41294485,0.39950588,-0.62270075,-0.40286562,2.1476388,7.7426867,5.622162,waving
0.03,0.12642166,0.81347334,0.48494175,-0.0012217305,-0.2879466,-0.11636983,2.1514537,7.804549,5.5344768,waving
0.05,0.16400647,0.8556952,0.49543622,-0.1423316,-0.07964156,0.058337633,2.1556578,7.8134856,5.520216,waving
0.06,0.18987654,0.8561833,0.50620526,-0.46486846,0.20318905,0.4334089,2.1727786,7.792589,5.543006,waving
0.08,0.2362474,0.84739727,0.5269501,-0.46486846,0.20318905,0.4334089,2.189189,7.768312,5.5705523,waving
0.09,0.29872608,0.8525225,0.5835714,-0.47403142,0.14332426,0.3387248,2.2264097,7.7063437,5.641421,waving
0.11,0.32044718,0.8261643,0.61920375,-0.31520647,-0.0332158,0.06811147,2.255527,7.652618,5.7026634,waving
0.12,0.30970863,0.81420547,0.6238408,-0.22174409,-0.13400856,-0.064446285,2.26925,7.623447,5.736188,waving
0.14,0.28286234,0.8090803,0.6199359,-0.065973446,-0.25190556,-0.23182335,2.26925,7.623447,5.736188,waving
0.15,0.22990192,0.8027348,0.5755175,-0.02321288,-0.26656634,-0.24831672,2.2663171,7.6279516,5.731354,waving
0.17,0.21574661,0.80786,0.55965376,-0.057421334,-0.24457517,-0.21838433,2.2637162,7.6335425,5.7249374,waving
0.19,0.19988288,0.80541945,0.547695,-0.11728613,-0.20731239,-0.1591304,2.2619536,7.636395,5.721825,waving
0.2,0.18792409,0.8020026,0.53793263,-0.23701571,-0.13767375,0.01863139,2.2639327,7.629967,5.729613,waving
0.22,0.19402552,0.8329979,0.5032766,-0.26633725,-0.18287778,0.046120327,2.276724,7.610034,5.7510114,waving
0.23,0.20500809,0.85886794,0.48152497,-0.2761111,-0.2598468,0.038179077,2.2885013,7.5976624,5.762682,waving
0.25,0.20744865,0.9025542,0.42051062,-0.29932398,-0.4986951,-0.026572637,2.3225782,7.5731263,5.7813153,waving
0.26,0.16791138,0.897429,0.3746279,-0.39461896,-0.72776955,-0.038179077,2.3749502,7.552167,5.787458,waving
0.28,0.14350566,0.8910835,0.37243137,-0.46181414,-0.889038,0.03634648,2.411322,7.5372806,5.7918134,waving
0.29,0.1295944,0.8923038,0.36144876,-0.5143485,-0.9385181,0.08582657,2.411322,7.5372806,5.7918134,waving
0.31,0.11348662,0.85837984,0.31605414,-0.61391956,-1.0307587,0.18906279,2.5951815,7.452632,5.821817,waving
